observation,internet_email,handheld,often_internet,social_media,internet_subscriber,type_internet,own_cell_phone,smartphone,connection_problems,twitter,instagram,facebook,snapchat,youtube,twitter_usage,instagram_usage,facebook_usage,snapchat_usage,youtube_usage,books,gender,household_people,age,employment_status,political_party
1366,Yes,Yes,3 - About once a day,Yes,Yes,Higher-speed,Yes,Yes,4 - Never,No,No,Yes,No,Yes,Does not use,Does not use,5 - Few times a month or less,Does not use,,0.00,Man,,40.00,,
1367,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,4 - Never,Yes,Yes,Yes,Yes,Yes,1 - Almost constantly,1 - Almost constantly,2 - Several times a day,5 - Few times a month or less,4 - Several times a week,2.00,Man,2.00,25.00,Full-time,Independent
1368,Yes,Yes,1 - Almost constantly,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,Yes,Yes,Yes,Yes,Does not use,2 - Several times a day,1 - Almost constantly,2 - Several times a day,1 - Almost constantly,0.00,Man,2.00,39.00,Full-time,Independent
1369,Yes,Yes,1 - Almost constantly,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,Yes,Yes,Yes,Yes,Does not use,2 - Several times a day,1 - Almost constantly,5 - Few times a month or less,3 - About once a day,10.00,Man,1.00,31.00,Full-time,Independent
1370,Yes,Yes,5 - Few times a month or less,No,No,No internet subscription,Yes,Don't Know,1 - Often,No,No,No,No,Yes,Does not use,Does not use,Does not use,Does not use,1 - Almost constantly,8.00,Woman,1.00,57.00,Other,Independent
1371,Yes,Yes,1 - Almost constantly,Yes,Yes,Higher-speed,Yes,Yes,4 - Never,No,Yes,Yes,No,Yes,Does not use,5 - Few times a month or less,2 - Several times a day,Does not use,4 - Several times a week,8.00,Woman,2.00,53.00,Full-time,Republican
1372,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,4 - Never,No,No,Yes,No,Yes,Does not use,Does not use,3 - About once a day,Does not use,1 - Almost constantly,10.00,Man,2.00,77.00,Retired,Independent
1373,Yes,Yes,2 - Several times a day,Yes,Yes,Both low and high speed,Yes,Yes,3 - Rarely,Yes,Yes,Yes,No,Yes,3 - About once a day,1 - Almost constantly,1 - Almost constantly,Does not use,3 - About once a day,3.00,Man,8+,52.00,Full-time,Democrat
1374,Yes,Yes,2 - Several times a day,No,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,No,No,No,Yes,Does not use,Does not use,Does not use,Does not use,1 - Almost constantly,20.00,Woman,2.00,52.00,Full-time,Independent
1375,Yes,Yes,1 - Almost constantly,Yes,Yes,Higher-speed,Yes,Yes,4 - Never,No,Yes,Yes,No,No,Does not use,3 - About once a day,1 - Almost constantly,Does not use,Does not use,4.00,Woman,1.00,43.00,Full-time,Independent
1376,Yes,Yes,4 - Several times a week,Yes,No,No internet subscription,Yes,Yes,1 - Often,No,No,Yes,No,Yes,Does not use,Does not use,3 - About once a day,Does not use,3 - About once a day,97+,Woman,1.00,62.00,Retired,Republican
1377,Yes,Yes,1 - Almost constantly,No,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,No,No,No,Yes,Does not use,Does not use,Does not use,Does not use,5 - Few times a month or less,50.00,Woman,2.00,70.00,Full-time,Democrat
1378,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,2 - Sometimes,No,No,No,Yes,Yes,Does not use,Does not use,Does not use,2 - Several times a day,5 - Few times a month or less,3.00,Man,1.00,64.00,Not employed,
1379,Yes,Yes,1 - Almost constantly,No,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,No,No,No,Yes,Does not use,Does not use,Does not use,Does not use,2 - Several times a day,25.00,Man,2.00,81.00,Retired,Independent
1380,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,No,Yes,No,Yes,Does not use,Does not use,2 - Several times a day,Does not use,2 - Several times a day,1.00,Man,2.00,63.00,Retired,Independent
1381,Yes,No,2 - Several times a day,Yes,Yes,Higher-speed,Yes,No,2 - Sometimes,No,No,Yes,No,Yes,Does not use,Does not use,3 - About once a day,Does not use,1 - Almost constantly,Don't Know,Man,5.00,66.00,Retired,Democrat
1382,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,No,Yes,No,Yes,Does not use,Does not use,1 - Almost constantly,Does not use,1 - Almost constantly,0.00,Man,1.00,56.00,Retired,Democrat
1383,Yes,Yes,1 - Almost constantly,Yes,Yes,Higher-speed,Yes,Yes,2 - Sometimes,Yes,Yes,Yes,Yes,Yes,2 - Several times a day,1 - Almost constantly,4 - Several times a week,2 - Several times a day,1 - Almost constantly,17.00,Man,6.00,18.00,Full-time,Independent
1384,Yes,Yes,2 - Several times a day,No,Yes,Higher-speed,Yes,No,2 - Sometimes,No,No,No,No,No,Does not use,Does not use,Does not use,Does not use,Does not use,10.00,Man,2.00,32.00,Full-time,Democrat
1385,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,No,Yes,No,Yes,Does not use,Does not use,2 - Several times a day,Does not use,2 - Several times a day,0.00,Man,2.00,,Full-time,
1386,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,No,Yes,No,Yes,Does not use,Does not use,2 - Several times a day,Does not use,4 - Several times a week,2.00,Man,2.00,64.00,Full-time,Republican
1387,Yes,No,4 - Several times a week,No,No,No internet subscription,Yes,Yes,4 - Never,No,No,No,No,No,Does not use,Does not use,Does not use,Does not use,Does not use,0.00,Woman,1.00,92.00,Retired,Independent
1388,Yes,Yes,1 - Almost constantly,Yes,No,No internet subscription,Yes,Yes,2 - Sometimes,No,Yes,Yes,Yes,Yes,Does not use,1 - Almost constantly,4 - Several times a week,1 - Almost constantly,2 - Several times a day,0.00,Woman,5.00,18.00,Part-time,Democrat
1389,Yes,Yes,1 - Almost constantly,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,Yes,Yes,No,Yes,Does not use,3 - About once a day,5 - Few times a month or less,Does not use,5 - Few times a month or less,97+,Woman,2.00,62.00,Part-time,Democrat
1390,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,2 - Sometimes,No,Yes,Yes,Yes,Yes,Does not use,5 - Few times a month or less,2 - Several times a day,4 - Several times a week,2 - Several times a day,5.00,Other,5.00,20.00,Not employed,Democrat
1391,Yes,Yes,1 - Almost constantly,Yes,Yes,Higher-speed,Yes,Yes,2 - Sometimes,No,Yes,Yes,No,Yes,Does not use,1 - Almost constantly,1 - Almost constantly,Does not use,1 - Almost constantly,0.00,Woman,4.00,26.00,Part-time,Republican
1392,Yes,Yes,2 - Several times a day,No,Yes,Higher-speed,Yes,Yes,2 - Sometimes,Yes,Yes,Yes,Yes,Yes,1 - Almost constantly,2 - Several times a day,3 - About once a day,1 - Almost constantly,1 - Almost constantly,3.00,Man,,20.00,Not employed,
1393,Yes,Yes,4 - Several times a week,Yes,No,No internet subscription,Yes,Yes,3 - Rarely,No,Yes,Yes,No,Yes,Does not use,4 - Several times a week,1 - Almost constantly,Does not use,2 - Several times a day,1.00,Man,2.00,50.00,Other,Republican
1394,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,1 - Often,No,Yes,Yes,No,Yes,Does not use,1 - Almost constantly,2 - Several times a day,Does not use,2 - Several times a day,2.00,Man,6.00,44.00,Full-time,Republican
1395,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,Yes,Yes,No,Yes,Does not use,3 - About once a day,1 - Almost constantly,Does not use,5 - Few times a month or less,3.00,Man,3.00,65.00,Retired,Independent
1396,Yes,Yes,2 - Several times a day,No,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,No,No,No,Yes,Does not use,Does not use,Does not use,Does not use,2 - Several times a day,1.00,Man,2.00,79.00,Retired,Independent
1397,Yes,Yes,3 - About once a day,No,Yes,Higher-speed,Yes,Yes,1 - Often,No,No,No,No,Yes,Does not use,Does not use,Does not use,Does not use,2 - Several times a day,0.00,Man,3.00,22.00,Full-time,Republican
1398,Yes,Yes,2 - Several times a day,No,Yes,Higher-speed,Yes,Yes,3 - Rarely,Yes,No,No,No,Yes,3 - About once a day,Does not use,Does not use,Does not use,1 - Almost constantly,0.00,Man,4.00,26.00,Other,Independent
1399,Yes,Yes,1 - Almost constantly,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,Yes,No,No,Yes,Does not use,2 - Several times a day,Does not use,Does not use,3 - About once a day,20.00,Woman,1.00,35.00,Full-time,Independent
1400,No,No,No Internet,No,No,No internet subscription,Yes,No,No internet,No,No,No,No,No,Does not use,Does not use,Does not use,Does not use,Does not use,1.00,Man,2.00,66.00,Other,Republican
1401,Yes,Yes,1 - Almost constantly,Yes,No,No internet subscription,Yes,Yes,4 - Never,Yes,Yes,Yes,Yes,Yes,1 - Almost constantly,1 - Almost constantly,2 - Several times a day,1 - Almost constantly,4 - Several times a week,1.00,Woman,3.00,18.00,Not employed,Democrat
1402,Yes,Yes,2 - Several times a day,Yes,Yes,Only through cellphone,Yes,Yes,4 - Never,No,Yes,Yes,No,Yes,Does not use,5 - Few times a month or less,1 - Almost constantly,Does not use,2 - Several times a day,1.00,Man,1.00,60.00,Retired,Independent
1403,Yes,Yes,3 - About once a day,Yes,Yes,Higher-speed,Yes,Yes,4 - Never,No,No,Yes,No,No,Does not use,Does not use,3 - About once a day,Does not use,Does not use,25.00,Woman,2.00,65.00,Retired,Democrat
1404,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,Yes,Yes,No,Yes,Does not use,4 - Several times a week,1 - Almost constantly,Does not use,3 - About once a day,0.00,Man,1.00,69.00,Retired,Democrat
1405,Yes,Yes,1 - Almost constantly,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,Yes,Yes,Yes,Yes,Yes,3 - About once a day,1 - Almost constantly,2 - Several times a day,1 - Almost constantly,1 - Almost constantly,2.00,Man,1.00,22.00,Not employed,Democrat
1406,Yes,Yes,1 - Almost constantly,Yes,Yes,Higher-speed,Yes,Yes,4 - Never,No,Yes,Yes,No,Yes,Does not use,5 - Few times a month or less,2 - Several times a day,Does not use,1 - Almost constantly,20.00,Man,5.00,40.00,Full-time,Democrat
1407,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,4 - Never,Yes,Yes,Yes,No,Yes,2 - Several times a day,2 - Several times a day,2 - Several times a day,Does not use,1 - Almost constantly,5.00,Woman,1.00,32.00,Full-time,Republican
1408,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,4 - Never,Yes,Yes,Yes,Yes,Yes,2 - Several times a day,2 - Several times a day,1 - Almost constantly,4 - Several times a week,1 - Almost constantly,16.00,Man,1.00,52.00,Full-time,Independent
1409,Yes,Yes,1 - Almost constantly,No,Yes,Higher-speed,Yes,Yes,2 - Sometimes,No,No,No,No,Yes,Does not use,Does not use,Does not use,Does not use,1 - Almost constantly,2.00,Man,2.00,25.00,Full-time,Independent
1410,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,No,Yes,No,Yes,Does not use,Does not use,4 - Several times a week,Does not use,5 - Few times a month or less,50.00,Woman,2.00,,Retired,Independent
1411,Yes,Yes,2 - Several times a day,No,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,No,No,Yes,Yes,Does not use,Does not use,Does not use,3 - About once a day,1 - Almost constantly,10.00,Man,1.00,28.00,Full-time,Republican
1412,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,No,Yes,No,Yes,Does not use,Does not use,1 - Almost constantly,Does not use,3 - About once a day,5.00,Man,2.00,68.00,Retired,Democrat
1413,Yes,Yes,2 - Several times a day,No,Yes,Higher-speed,Yes,No,2 - Sometimes,No,No,No,No,Yes,Does not use,Does not use,Does not use,Does not use,4 - Several times a week,0.00,Woman,4.00,63.00,Retired,Republican
1414,Yes,Yes,1 - Almost constantly,Yes,Yes,Higher-speed,Yes,Yes,4 - Never,Yes,Yes,Yes,Yes,Yes,4 - Several times a week,2 - Several times a day,1 - Almost constantly,5 - Few times a month or less,1 - Almost constantly,6.00,Woman,2.00,22.00,Full-time,Democrat
1415,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,2 - Sometimes,No,Yes,Yes,Yes,Yes,Does not use,1 - Almost constantly,1 - Almost constantly,3 - About once a day,1 - Almost constantly,8.00,Woman,6.00,35.00,Part-time,Democrat
1416,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,Yes,Yes,Yes,No,Yes,3 - About once a day,1 - Almost constantly,1 - Almost constantly,Does not use,1 - Almost constantly,6.00,Woman,4.00,38.00,Full-time,Independent
1417,Yes,Yes,1 - Almost constantly,No,No,No internet subscription,Yes,No,4 - Never,No,No,No,No,No,Does not use,Does not use,Does not use,Does not use,Does not use,87.00,,,,,
1418,Yes,Yes,5 - Few times a month or less,No,Yes,Higher-speed,Yes,No,4 - Never,No,No,No,No,Yes,Does not use,Does not use,Does not use,Does not use,1 - Almost constantly,25.00,Man,1.00,25.00,Full-time,Republican
1419,Yes,Yes,1 - Almost constantly,No,Yes,Higher-speed,Yes,Yes,3 - Rarely,Yes,No,No,No,Yes,3 - About once a day,Does not use,Does not use,Does not use,3 - About once a day,5.00,Man,5.00,37.00,Full-time,Republican
1420,Yes,Yes,5 - Few times a month or less,Yes,No,No internet subscription,Yes,No,2 - Sometimes,No,No,Yes,No,Yes,Does not use,Does not use,1 - Almost constantly,Does not use,2 - Several times a day,0.00,Man,6.00,50.00,Part-time,Independent
1421,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,4 - Never,Yes,Yes,Yes,Yes,Yes,5 - Few times a month or less,2 - Several times a day,3 - About once a day,5 - Few times a month or less,1 - Almost constantly,20.00,Woman,1.00,,Full-time,Democrat
1422,Yes,Yes,1 - Almost constantly,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,Yes,No,Yes,No,Yes,3 - About once a day,Does not use,1 - Almost constantly,Does not use,3 - About once a day,2.00,Man,3.00,45.00,Full-time,Republican
1423,Yes,Yes,1 - Almost constantly,Yes,Yes,Higher-speed,Yes,Yes,2 - Sometimes,Yes,Yes,Yes,No,Yes,1 - Almost constantly,5 - Few times a month or less,1 - Almost constantly,Does not use,4 - Several times a week,12.00,Man,2.00,58.00,Full-time,Republican
1424,Yes,Yes,2 - Several times a day,No,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,No,No,No,Yes,Does not use,Does not use,Does not use,Does not use,2 - Several times a day,0.00,Woman,2.00,56.00,Full-time,Republican
1425,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,Yes,Yes,Yes,No,Yes,2 - Several times a day,1 - Almost constantly,4 - Several times a week,Does not use,1 - Almost constantly,2.00,Man,3.00,39.00,Full-time,Democrat
1426,Yes,Yes,3 - About once a day,Yes,Yes,Higher-speed,Yes,Yes,4 - Never,Yes,Yes,Yes,Yes,Yes,3 - About once a day,3 - About once a day,2 - Several times a day,2 - Several times a day,2 - Several times a day,2.00,Woman,7.00,42.00,Full-time,Independent
1427,Yes,Yes,1 - Almost constantly,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,No,Yes,No,Yes,Does not use,Does not use,1 - Almost constantly,Does not use,5 - Few times a month or less,10.00,Woman,4.00,40.00,Full-time,Independent
1428,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,4 - Never,No,No,Yes,No,Yes,Does not use,Does not use,1 - Almost constantly,Does not use,2 - Several times a day,4.00,Woman,1.00,70.00,Retired,Republican
1429,Yes,Yes,2 - Several times a day,Yes,No,No internet subscription,Yes,Yes,1 - Often,No,No,Yes,No,Yes,Does not use,Does not use,1 - Almost constantly,Does not use,1 - Almost constantly,15.00,Woman,2.00,47.00,Other,Republican
1430,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,Yes,Yes,No,Yes,Does not use,3 - About once a day,1 - Almost constantly,Does not use,5 - Few times a month or less,50.00,Woman,2.00,66.00,Other,Democrat
1431,Yes,Yes,1 - Almost constantly,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,Yes,Yes,Yes,Yes,Yes,5 - Few times a month or less,3 - About once a day,1 - Almost constantly,2 - Several times a day,2 - Several times a day,20.00,Woman,5.00,34.00,Not employed,Democrat
1432,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,Yes,Yes,No,Yes,Does not use,2 - Several times a day,1 - Almost constantly,Does not use,2 - Several times a day,75.00,Woman,1.00,75.00,Retired,Democrat
1433,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,No,Yes,No,Yes,Does not use,Does not use,5 - Few times a month or less,Does not use,2 - Several times a day,4.00,Man,1.00,27.00,Full-time,Republican
1434,Yes,Yes,1 - Almost constantly,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,Yes,Yes,No,No,Does not use,2 - Several times a day,1 - Almost constantly,Does not use,Does not use,10.00,Woman,2.00,34.00,Full-time,Democrat
1435,Yes,Yes,3 - About once a day,No,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,No,Yes,No,No,Does not use,Does not use,1 - Almost constantly,Does not use,Does not use,0.00,Woman,4.00,48.00,Part-time,Independent
1436,Yes,Yes,1 - Almost constantly,Yes,Yes,Higher-speed,Yes,Yes,2 - Sometimes,No,Yes,Yes,Yes,Yes,Does not use,1 - Almost constantly,1 - Almost constantly,1 - Almost constantly,2 - Several times a day,5.00,Woman,4.00,,,Independent
1437,Yes,Yes,2 - Several times a day,Yes,No,No internet subscription,Yes,Yes,3 - Rarely,Yes,No,No,No,Yes,3 - About once a day,Does not use,Does not use,Does not use,2 - Several times a day,20.00,Woman,2.00,37.00,Part-time,Independent
1438,Yes,Yes,1 - Almost constantly,Yes,Yes,Higher-speed,Yes,Don't Know,4 - Never,No,No,Yes,No,Yes,Does not use,Does not use,1 - Almost constantly,Does not use,3 - About once a day,2.00,Woman,4.00,59.00,Not employed,Democrat
1439,Yes,Yes,1 - Almost constantly,Yes,Yes,Higher-speed,Yes,Yes,2 - Sometimes,No,Yes,No,No,Yes,Does not use,2 - Several times a day,Does not use,Does not use,3 - About once a day,0.00,Woman,3.00,46.00,Part-time,Democrat
1440,Yes,Yes,2 - Several times a day,No,Yes,Don't Know,Yes,Yes,4 - Never,No,No,Yes,No,Yes,Does not use,Does not use,1 - Almost constantly,Does not use,3 - About once a day,0.00,Man,,19.00,Full-time,
1441,Yes,Yes,2 - Several times a day,No,Yes,Higher-speed,Yes,Yes,2 - Sometimes,No,No,No,No,Yes,Does not use,Does not use,Does not use,Does not use,3 - About once a day,12.00,Man,2.00,63.00,Full-time,Democrat
1442,Yes,Yes,1 - Almost constantly,No,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,No,No,No,Yes,Does not use,Does not use,Does not use,Does not use,1 - Almost constantly,0.00,Man,1.00,40.00,Not employed,Republican
1443,No,No,No Internet,No,Yes,Higher-speed,Yes,No,No internet,No,No,No,No,No,Does not use,Does not use,Does not use,Does not use,Does not use,3.00,Woman,4.00,53.00,Part-time,Independent
1444,Yes,Yes,3 - About once a day,Yes,Yes,Higher-speed,Yes,Yes,2 - Sometimes,No,No,Yes,No,Yes,Does not use,Does not use,2 - Several times a day,Does not use,4 - Several times a week,25.00,Man,2.00,78.00,Retired,Democrat
1445,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,No,Yes,No,Yes,Does not use,Does not use,1 - Almost constantly,Does not use,1 - Almost constantly,10.00,Woman,1.00,62.00,Full-time,Democrat
1446,Yes,Yes,1 - Almost constantly,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,Yes,Yes,Yes,Yes,Yes,1 - Almost constantly,1 - Almost constantly,1 - Almost constantly,3 - About once a day,1 - Almost constantly,10.00,Woman,3.00,59.00,Full-time,Democrat
1447,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,Yes,No,Yes,No,Yes,1 - Almost constantly,Does not use,1 - Almost constantly,Does not use,2 - Several times a day,21.00,Man,4.00,,Part-time,Independent
1448,Yes,Yes,2 - Several times a day,Yes,No,No internet subscription,Yes,Yes,2 - Sometimes,No,Yes,Yes,Yes,Yes,Does not use,3 - About once a day,2 - Several times a day,4 - Several times a week,3 - About once a day,48.00,Woman,1.00,69.00,Retired,Independent
1449,Yes,Yes,1 - Almost constantly,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,Yes,Yes,No,Yes,Does not use,1 - Almost constantly,1 - Almost constantly,Does not use,1 - Almost constantly,1.00,Man,4.00,34.00,Full-time,Republican
1450,Yes,Yes,1 - Almost constantly,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,Yes,Yes,Yes,Yes,Does not use,2 - Several times a day,5 - Few times a month or less,1 - Almost constantly,2 - Several times a day,4.00,Man,5.00,44.00,Full-time,Independent
1451,Yes,Yes,1 - Almost constantly,Yes,No,No internet subscription,Yes,Yes,3 - Rarely,No,Yes,Yes,No,Yes,Does not use,1 - Almost constantly,2 - Several times a day,Does not use,1 - Almost constantly,0.00,Man,3.00,28.00,Full-time,Independent
1452,Yes,No,2 - Several times a day,No,Yes,Don't Know,Yes,No,4 - Never,No,Yes,No,No,No,Does not use,5 - Few times a month or less,Does not use,Does not use,Does not use,0.00,Man,3.00,73.00,Retired,Democrat
